title,mDeBERTa-v3_politik_confidence,mDeBERTa-v3_is_politics
"Jubel in Athen: Yorgos Lanthimos erhält Hauptpreis der Mostra für seinen Film ""Poor Things""",0.001928613637574,0
Nachrichten des Tages | 10. September - Morgenausgabe,0.4902356564998626,0
G20-Gipfel will mehr erneuerbare Energien,0.7118317484855652,1
Angst nach Horror-Erdbeben in Marokko: Viele campieren auf den Straßen,0.0675313100218772,0
Rechtskonservativ oder EU-freundlich? In Polen hat der Wahlkampf begonnen,0.9571578502655028,1
Marokko: Schwerstes Erdbeben seit 60 Jahren mit mehr als 2.000 Toten,0.0973045825958252,0
Nachrichten des Tages | 9. September - Abendausgabe,0.4296686351299286,0
Wasserwerfer gegen Klima-Protest auf der Autobahn,0.9680808186531068,1
G20-Kompromiss: Russlands Angriffskrieg nicht mehr explizit verurteilt,0.3698838949203491,0
Erdbeben in Marokko: Bereits  1.037 Tote und mehr als 1.200 Verletzte,0.2169225215911865,0
Erdbeben in Marokko: Bereits  1.037 Tote und mehr als 1.200 Verletzte,0.2169225215911865,0
Panik in Marrakesch: Erdbeben reißt Menschen in Marokko aus dem Schlaf,0.1192798465490341,0
Nachrichten des Tages | 9. September - Mittagsausgabe,0.4804786741733551,0
Die Zahl der Todesfälle in Griechenland steigt,0.4258439838886261,0
Rekrutiert die russische Armee junge Männer auf Kuba?,0.5789243578910828,1
Selenskyj fordert weitere Sanktionen gegen Russland,0.9522643089294434,1
"Russland hält ""Wahlen"" in den besetzten ukrainischen Gebieten ab - trotz Kriegsrecht",0.957833468914032,1
Selenskyj fordert weitere Sanktionen gegen Russland,0.9522643089294434,1
Nachrichten des Tages | 9. September - Morgenausgabe,0.4746312201023102,0
Gipfel-Auftakt in Indien: Afrikanische Union soll Mitglied der G20 werden,0.8936347365379333,1
"""Vieles hat sich verlangsamt"": Selenskyj mahnt zu schnelleren Waffenlieferungen",0.5151321291923523,1
Nachrichten des Tages | 8. September - Abendausgabe,0.4239349663257599,0
Überflutungen in Griechenland: Großangelegte Rettungseinsätze laufen weiter,0.1613202393054962,0
Interpol-Chef: Organisiertes Verbrechen ist ein globales kriminelles Unternehmen,0.0074030137620866,0
Handy oder Handtasche? Tech-Trends von der IFA,0.053230807185173,0
Osten der Ukraine leidet unter russischen Raketen- und Drohnenangriffen,0.4873073995113373,0
"""Gesetzwidrige Scheinwahlen"": Russland bittet in den annektierten ukrainischen Gebieten zur Urne",0.9779045581817628,1
Sexuelle Nötigung: Staatsanwaltschaft erhebt Anklage gegen Rubiales,0.2798776924610138,0
Fresken in der Georgskirche am Prespasee werden restauriert,0.101500354707241,0
G20-Gipfel in Neu Delhi: Die Suche nach dem Konsens,0.9303435683250428,1
"Bilder der Woche: Corgis-Parade, König im Kilt und Muskelspiele in Kathmandu",0.2456274479627609,0
Tagelang abgeschnitten: Dramatische Rettungsszenen der Flutopfer in Griechenland,0.0059571540914475,0
Jahrhundert-Regen: Hongkonk unter Wasser,0.1751850247383117,0
Russischer Drohnenangriff auf Wohnviertel - Verletzte in Sumy,0.0505762547254562,0
Trotz Krieg vor der Haustür: Menschen in Plauru wollen bleiben,0.7029380798339844,1
Nachrichten des Tages | 8. September - Mittagsausgabe,0.4882833957672119,0
"Georgiens EU-Beitritt: ""Kandidatenstatus muss man sich verdienen""",0.915052890777588,1
Frankreichs oberstes Verwaltungsgericht bestätigt Abaya-Verbot an Schulen,0.4271577298641205,0
Die Katastrophe von Evros: Die schmerzhafte Suche nach den Ursachen des Waldbrandes,0.0591270178556442,0
Höhlenforscher mit Magenblutung sitzt in 1000 Meter Tiefe fest,0.2458084523677826,0
Nachrichten des Tages | 8. September - Morgenausgabe,0.4809662699699402,0
Wagner-Friedhöfe in Russland: Werden Gräber der Söldner zerstört?,0.2231442034244537,0
Trauer um Fußball-Ikone Salif Keita in Mali,0.030329255387187,0
VIDEO: Ryanair-Boss bekommt in Brüssel Torte ins Gesicht,0.5770187377929688,1
US-Außenminister verurteilt russische Angriffe auf Zivilbevölkerung,0.8993426561355591,1
Nachrichten des Tages | 7. September - Abendausgabe,0.4287116527557373,0
Neuer Job: Finnlands ehemalige Ministerpräsidentin Marin tritt aus dem Parlament zurück,0.9463492631912231,1
Feuerwehr im Flammeninferno: Was wir von Spanien lernen können,0.1582393944263458,0
Kämpfe an der Front: Ukrainische Truppen haben offenbar Erfolge bei Bachmut,0.3242353796958923,0
Verheerende Überschwemmungen in Griechenland: Mehrere Dörfer von der Umwelt abgeschnitten,0.4943849742412567,0
Alzheimer: Gesundheitssysteme in der EU sind noch nicht ausreichend vorbereitet,0.7420480847358704,1
Großbritannien nun doch wieder beim EU-Forschungsprogramm Horizon dabei,0.6863700747489929,1
Stoltenberg: Hilfe für Ukraine in guten wie in schlechten Zeiten,0.8677098155021667,1
Studie: Eisschmelze in der Antarktis noch nicht unumkehrbar - aber keine Entwarnung,0.1907240152359008,0
"""Er liebt es, Musik zu hören"": Wie sich Alzheimer-Patienten gegenseitig helfen",0.0973045825958252,0
98 Prozent der Olivenhaine in Evros verbrannt,0.2924437224864959,0
Nachrichten des Tages | 7. September - Mittagsausgabe,0.4897474944591522,0
"""Wie ein Alptraum"": Bulgarien von schweren Unwettern heimgesucht",0.0905191898345947,0
Hund zu teuer: Tierheime in Deutschland voll,0.2802222669124603,0
Franziskus und die Mongolei mit Blick auf Peking,0.8555497527122498,1
Franziskus und die Mongolei mit Blick auf Peking,0.8555497527122498,1
War es eine russische Drohne? Rumänien bestätigt Drohnenfund auf eigenem Staatsgebiet,0.6893055438995361,1
"""Barbarischer Angriff"" auf belebten Markt",0.2224466651678085,0
Nachrichten des Tages | 7. September - Morgenausgabe,0.47122323513031,0
Auftakt der Rugby-WM: Ausgang so offen wie nie?,0.0555407293140888,0
Migration: Orban auf Konfrontationskurs bei EU-Gipfel | AFP,0.4532618522644043,0
Staatsanwaltschaft: Keine giftige Substanz in Chrupallas Blut | AFP,0.156491219997406,0
Schon 40 Tote nach Gletschersee-Sturzflut in Indien geborgen | AFP,0.4440825283527374,0
Iranerin Narges Mohammadi erhält Friedensnobelpreis 2023 | AFP,0.5024413466453552,1
Trump plauderte angeblich Geheimnisse um Atom-U-Boote aus | AFP,0.9319750666618348,1
Kurz erklärt: Das Patriot-Raketenabwehrsystem | AFP,0.0566524304449558,0
Nach Angriff in Syrien mit 110 Toten: Beisetzungen haben begonnen | AFP,0.1853566467761993,0
Aiwanger-Debatte bestimmt Wahlkampf in Bayern - zum Ärger der CSU | AFP,0.9946359395980836,1
Bananen aus Italien - der Klimawandel macht's möglich | AFP,0.4101654887199402,0
Selenskyj fordert in Granada Winter-Schutzschirm für die Ukraine | AFP,0.9629876613616944,1
Ukraine und EU fürchten nachlassende US-Unterstützung | AFP,0.7402682304382324,1
Mega-WM 2030 auf drei Kontinenten spaltet die Fußballwelt | AFP,0.0623024962842464,0
Zwei Hardliner wollen McCarthy-Nachfolger werden | AFP,0.8801804780960083,1
Migrationsstreit erreicht Europagipfel in Granada | AFP,0.7805789113044739,1
Scholz: USA werden laut Biden Ukraine weiter unterstützen | AFP,0.8416793346405029,1
Mexiko: Migranten erreichen US-Grenze auf Dach eines Güterzuges | AFP,0.1468808650970459,0
Fast nur noch weibliche Meeresschildkröten wegen Klimawandels | AFP,0.3424615859985351,0
"""Bettwanzen sind die Hölle"" | AFP",0.275026261806488,0
EU einigt sich auf Asyl-Krisenverordnung | AFP,0.9179485440254213,1
Kurz erklärt: US-Repräsentantenhaus in beispielloser Krise | AFP,0.9906237721443176,1
Hessen-Wahl: CDU mit Amtsbonus weit vorn | AFP,0.9940659403800964,1
Russische TV-Journalistin Owsjannikowa zu langer Haft verurteilt | AFP,0.4402286112308502,0
Nancy Faeser hat viel zu verlieren in Hessen | AFP,0.49853515625,0
Waffenbesitz: Hunter Biden plädiert auf nicht schuldig | AFP,0.7002803087234497,1
Tragödie in Venedig: 21 Tote bei Busunglück | AFP,0.131814494729042,0
US-Repräsentantenhaus setzt Vorsitzenden McCarthy ab | AFP,0.9767248034477234,1
UN: Keine Zerstörungen in Bergkarabach | AFP,0.421027272939682,0
Physik-Nobelpreis für Münchner Forscher Krausz und zwei Kollegen | AFP,0.0207052528858184,0
Australien stimmt über Rechte von Ureinwohnern ab | AFP,0.9589625000953674,1
Milliardenbetrug: Krypto-Unternehmer Bankman-Fried vor Gericht | AFP,0.0416811369359493,0
Trump attackiert Richter und Staatsanwaltschaft | AFP,0.808483362197876,1
Machtkampf bei US-Republikanern: Hardliner wollen McCarthy absetzen | AFP,0.986084520816803,1
Pfoten-Patrouille in Manila | AFP,0.1089924424886703,0
Trump wegen Finanzbetrugs vor Gericht | AFP,0.9212868213653564,1
Ukraine: EU sendet starkes Zeichen der Unterstützung | AFP,0.5486734509468079,1
Medizin-Nobelpreis für Impfstoff-Forschende aus Ungarn und den USA | AFP,0.0474038198590278,0
Im Überblick: Trumps Justizprobleme | AFP,0.7832433581352234,1
Verehrung für Wagner-Chef Prigoschin 40 Tage nach seinem Tod | AFP,0.137880340218544,0
"""Letzter Armenier"" verlässt Bergkarabach | AFP",0.3424066007137298,0
Erster Marathon in Kiew seit Beginn der russischen Invasion | AFP,0.155270516872406,0
Sorge um neue Eskalation im Kosovo-Konflikt | AFP,0.5801142454147339,1
Konkurrenz für Viagra: Spinnengift führt zu Erektionen | AFP,0.3429015278816223,0
In Eisenhüttenstadt kommen immer mehr Geflüchtete an | AFP,0.2102793902158737,0
Shutdown abgewendet: US-Kongress verabschiedet Übergangshaushalt | AFP,0.8548392057418823,1
Mord an Tupac Shakur: Anklage nach 27 Jahren | AFP,0.1031147092580795,0
Exodus geht weiter: Kaum noch Armenier in Bergkarabach | AFP,0.228586733341217,0
New York steht nach Starkregen unter Wasser | AFP,0.554229199886322,1
Russland feiert Jahrestag der Annexion ukrainischer Gebiete | AFP,0.5803520679473877,1
Richtungsweisende Parlamentswahl in der Slowakei hat begonnen | AFP,0.9831336736679076,1
In Eisenhüttenstadt kommen immer mehr Geflüchtete an | AFP,0.2102793902158737,0
Mehr als 40 Tote bei Anschlag auf Prozession in Pakistan | AFP,0.4636871516704559,0
Ex-Wagner-Kommandeur soll für Putin Freiwillige rekrutieren | AFP,0.9348278641700744,1
Weltweite Demos zum Internationalen Tag für das Recht auf sichere Abtreibung | AFP,0.1228911578655242,0
Biden bezeichnet Trump erneut als Gefahr für die US-Demokratie | AFP,0.9772204756736756,1
Deutschland macht Weg für Asyl-Krisenverordnung der EU frei | AFP,0.8445693254470825,1
Nordkorea verankert Status als Atomwaffenmacht in der Verfassung | AFP,0.8094266653060913,1
Hilfsorganisation SOS Méditerranée bekommt Alternativen Nobelpreis | AFP,0.1391037404537201,0
"Trump wettert vor Auto-Arbeitern gegen ""Umwelt-Spinner"" | AFP",0.9629876613616944,1
In einem Gefängnis für russische Kriegsgefangene in der Ukraine | AFP,0.0987725853919982,0
Forscher isolieren Erbgut von ausgestorbenem Beutelwolf | AFP,0.2000883519649505,0
"Faeser führt ""erweiterte"" Kontrollen an Grenzen zu Polen und Tschechien ein | AFP",0.9526209831237792,1
Exodus aus Bergkarabach hält an | AFP,0.1926912069320678,0
Das ist die neue Kindergrundsicherung | AFP,0.2838806211948395,0
Drehbuchautoren in Hollywood beenden Streik | AFP,0.1737083196640014,0
New Yorker Richter erklärt Trump des Finanzbetrugs schuldig | AFP,0.5791624188423157,1
Kosovo: Polizei präsentiert riesigen Waffenfund | AFP,0.0179001688957214,0
Fünfeinhalb Jahre Haft für Kapitän wegen Schiffsunglück in Budapest | AFP,0.2527527809143066,0
Frankreich kündigt amitioniertes Klimaschutzprogramm an | AFP,0.8381505608558655,1
Nach Faeser-Vorschlag: Polizeigewerkschaft gegen stationäre Grenzkontrollen | AFP,0.708716869354248,1
Migration: Frankreich und Italien fordern europäische Lösung | AFP,0.9462997317314148,1
"Energieagentur: 1,5-Grad-Ziel weiter möglich | AFP",0.3354596793651581,0
Tausende Menschen fliehen aus Berg-Karabach | AFP,0.361390084028244,0
Bündnis bezahlbarer Wohnraum will Baukrise lösen | AFP,0.8750947713851929,1
"Kurz erklärt: ""Ampel"" will mit 14-Punkte-Plan Wohnungsbau ankurbeln | AFP",0.9208698272705078,1
Gegenseitige Schuldzuweisungen nach Angriff auf Polizisten im Kosovo | AFP,0.7468782067298889,1
Streik in Hollywood: Drehbuchautoren und Studios erzielen vorläufige Einigung | AFP,0.4288312792778015,0
Deutschlands Bauwirtschaft in der Krise | AFP,0.0508465617895126,0
AfD-Kandidat scheitert bei Wahl in Nordhausen | AFP,0.9100269675254822,1
Venezuela: Sicherheitskräfte stürmen mafiageführtes Luxus-Gefängnis | AFP,0.064712569117546,0
Hannover plant fast autofreie Innenstadt | AFP,0.8058614730834961,1
Papst Franziskus macht sich mit deutlichen Worten für Migranten stark | AFP,0.7114309072494507,1
"""Schule muss anders"": Tausende Menschen demonstrieren für bessere Bildung in Deutschland | AFP",0.5583270192146301,1
"CSU-Parteitag: Söder attackiert die ""Ampel"" scharf | AFP",0.9847817420959472,1
Arbeiter in der US-Auto-Industrie weiten Streik aus | AFP,0.0302360560745,0
Kaffeekochen für die Helfer: Rettungsarbeiten im libyschen Derna dauern an | AFP,0.0060269515961408,0
Bekommt Nordhausen den ersten AfD-Bürgermeister in Deutschland? | AFP,0.9795701503753662,1
"Kurz erklärt: So will die ""Ampel"" das Klimaschutzgesetz ändern | AFP",0.8943750858306885,1
Indien beschließt Frauenquote für Parlamente | AFP,0.9882221817970276,1
"Protest in Eriwan: ""Ich hasse beide Seiten"" | AFP",0.2133771628141403,0
Waffenlieferungen an die Ukraine? Polens Präsident sieht Missverständnis | AFP,0.6451199054718018,1
"Selenskyj im Weißen Haus: Biden würdigt ""Mut"" der Ukrainer | AFP",0.8364543914794922,1
Crashtests mit weiblichen Dummies: Wende in Verkehrsforschung | AFP,0.0816661119461059,0
"Kurioser Wettbewerb: ""Olympischen Spiele der Faulenzer"" in Montenegro | AFP",0.0054269437678158,0
Kurz erklärt: Das UN-Abkommen zum Schutz der Hochsee | AFP,0.8616837859153748,1
Studie: Jeder Zwölfte in Deutschland teilt rechtsextremes Weltbild | AFP,0.2806163430213928,0
Körperverletzung: Verfahren gegen Jérôme Boateng wird neu aufgerollt | AFP,0.244002565741539,0
Glamouröses Staatsbankett für Charles III. in Versailles | AFP,0.9377972483634948,1
Großbritannien schwächt seine Klimapolitik ab | AFP,0.966410517692566,1
Liefert Polen keine Waffen mehr an die Ukraine? | AFP,0.5983121991157532,1
Selenskyj attackiert Russland im UN-Sicherheitsrat | AFP,0.457863837480545,0
Aserbaidschan verkündet Sieg über Armenier in Berg-Karabach | AFP,0.6349961161613464,1
Sicherheitsrat: Albaniens Präsident weist russischen Vertreter zurecht | AFP,0.9468920826911926,1
Macron empfängt Charles III. zu Staatsbesuch in Frankreich | AFP,0.942081868648529,1
Kuss-Skandal: Spaniens Fußballerinnen beenden Streik – fast alle | AFP,0.2972659170627594,0
"Klinik-Protest: ""Politik lässt uns im Regen stehen"" | AFP",0.9394705891609192,1
Libyen: Wut auf Behörden nach Flutkatastrophe | AFP,0.8740772604942322,1
Kämpfe in Berg-Karabach beunruhigen Weltgemeinschaft | AFP,0.288368672132492,0
Unterricht an der Waffe für Schüler in der Ukraine | AFP,0.0209241900593042,0
CDU gibt sich ein neues bundesweites Parteilogo | AFP,0.9582749605178832,1
Aserbaidschan startet großen Militäreinsatz in Berg-Karabach | AFP,0.0298589430749416,0
"Deutschland will Ukraine in ""harten Monaten"" unterstützen | AFP",0.7973793745040894,1
Psychologische Hilfe für Wagner-Söldner nach Front-Einsatz in der Ukraine | AFP,0.0591287091374397,0
USA und Iran tauschen Gefangene aus | AFP,0.6090592741966248,1
Libyen: Wut und Angst vor Seuchen in der Katastrophenregion | AFP,0.3023395836353302,0
"UN-Nachhaltigkeitsziele: ""Jetzt ist die Zeit zu handeln"" | AFP",0.9664737582206726,1
Corona-Impfung: Wissenswertes zur Auffrischung | AFP,0.2564593553543091,0
Deutschland wurde erst spät Mitglied der Vereinten Nationen | AFP,0.854763388633728,1
Klima-Protest in New York im Vorfeld von UN-Gipfel | AFP,0.8044058680534363,1
Riskante Hilfe für ukrainische Flüchtlinge in Russland | AFP,0.0396016798913478,0
Libyen: Mehr als 11.000 Tote in Darna | AFP,0.4736572206020355,0
"""Die Vorfreude war riesig"": Münchner Oktoberfest beginnt | AFP",0.0108393691480159,0
Brüsseler Terror-Anschläge: 30 Jahre Haft für Hauptangeklagten | AFP,0.1645164787769317,0
Seit Ukraine-Krieg: Südkoreanische Haubitze ist Verkaufsschlager | AFP,0.7753497362136841,1
Klimaaktivisten von Fridays for Future demonstrieren bundesweit | AFP,0.9104857444763184,1
Schwedens König Carl Gustav feiert 50. Thronjubiläum | AFP,0.7375364303588867,1
Historischer Streik bei drei Großkonzernen der US-Autoindustrie | AFP,0.0387561917304992,0
Marokko verkündet Hilfsprogramm für Menschen in Erdbebengebiet | AFP,0.149283155798912,0
Empörung über gemeinsames Vorgehen von CDU mit AfD in Thüringen | AFP,0.8870823383331299,1
Hunter Biden wegen illegalen Waffenbesitzes angeklagt | AFP,0.9270336627960204,1
Baerbock wirbt bei USA-Besuch für weitere Ukraine-Hilfen | AFP,0.6230041980743408,1
Libyen: Not und Verzweiflung in Darna | AFP,0.4892594516277313,0
Reederei Maersk weiht ersten mit E-Methanol betriebenen Frachter ein | AFP,0.3634209632873535,0
"Marokko: Hoffnung, Überlebende zu finden, schwindet | AFP",0.5,0
Mexiko: Parlament tagt zu angeblichen Mumien von Außerirdischen | AFP,0.915128767490387,1
Kubaner im Ukraine-Krieg: Havanna vermutet russisches Rekrutierungsnetzwerk | AFP,0.9039639234542848,1
"""Er ist wie wir"" - Schwedens König Carl Gustav | AFP",0.6363531351089478,1
Die libysche Stadt Darna zählt ihre Toten | AFP,0.308190256357193,0
Republikaner wollen Amtsenthebung von US-Präsident Biden | AFP,0.9883014559745787,1
"Libyen: Katastrophe ""epischen Ausmaßes"" | AFP",0.0613677687942981,0
Kaum noch Hoffnung auf Überlebende nach Erdbeben in Marokko | AFP,0.3853746652603149,0
Fans bejubeln deutsche Basketball-Weltmeister | AFP,0.0068239546380937,0
"""Fahrende Festung"": So sieht Kim Jong Uns Zug aus | AFP",0.6566582918167114,1
Marokko: Überlebende berichten von der Katastrophe | AFP,0.0270822495222091,0
"Dmytro Kuleba: ""Ich verstehe nicht, warum wir Zeit verschwenden"" | AFP",0.4253665208816528,0
"Annalena Baerbock: ""Wir stehen an Eurer Seite, solange Ihr uns braucht"" | AFP",0.8028648495674133,1
"EU will Deutschland nicht ""kranken Mann Europas"" nennen | AFP",0.4678179919719696,0
"Marokko nach dem Beben – ""man riecht überall die Leichen"" | AFP",0.2235465198755264,0
Kuss-Skandal: Rubiales tritt zurück | AFP,0.6817267537117004,1
Steigender Meeresspiegel: Indigene müssen ihre Inseln verlassen | AFP,0.8523833751678467,1
Marokko nimmt Hilfe von vier Ländern an – aber nicht von Deutschland | AFP,0.5312093496322632,1
"Erdbeben in Marokko: ""Wir dachten, es sei die Apokalypse"" | AFP",0.1076718121767044,0
Russische Regional- und Kommunalwahlen gehen zu Ende | AFP,0.9885913729667664,1
G20-Gipfel in Indien endet mit vager Abschlusserklärung | AFP,0.6484663486480713,1
"""Poor Things"" gewinnt in Venedig den Goldenen Löwen | AFP",0.0307048540562391,0
Erdbeben in Marokko: Zahl der Toten steigt auf mehr als 2000 | AFP,0.2518316507339477,0
"G20-Gipfel verurteilt ""Einsatz von Gewalt"" in der Ukraine | AFP",0.672331690788269,1
Rostow am Don: Leben nach der Wagner-Meuterei | AFP,0.0335895009338855,0
Putin gratuliert Nordkorea zum 75. Jahrestag der Staatsgründung | AFP,0.820900559425354,1
Afrikanische Union ist neues Mitglied der G20 | AFP,0.7035494446754456,1
G20-Gipfel mit Konfliktpotenzial - und ohne Xi und Putin | AFP,0.4351812899112701,0
Mindestens 630 Tote nach starkem Erdbeben in Marokko | AFP,0.3542096614837646,0
Bundestag beschließt neues Heizungsgesetz | AFP,0.9764007329940796,1
"Nordkorea weiht erstes ""taktisches Atom-U-Boot"" ein | AFP",0.3900110721588135,0
Erstes Jahr als Monarch: Charles' Popularität ist gestiegen | AFP,0.7913377285003662,1
Griechenland: Mehrere Dörfer von Wassermassen eingeschlossen | AFP,0.4929203689098358,0
Heizungsgesetz: Das kommt auf Hausbesitzer und Mieter zu | AFP,0.9758085012435912,1
New York schiebt Airbnb Riegel vor | AFP,0.5791624188423157,1
Blinken würdigt bei Besuch Widerstandskraft der Ukraine | AFP,0.1020807027816772,0
Ukraine: Rustem Umerow als neuer Verteidigungsminister bestätigt | AFP,0.9405990242958068,1
G20-Gipfel mit Konfliktpotenzial - und ohne Xi und Putin | AFP,0.4351812899112701,0
Bundeswehr will mit neuem Image Nachwuchs rekrutieren | AFP,0.3591112494468689,0
"Unwetter in Griechenland: ""Ebene von Thessalien ist riesiger See"" | AFP",0.0908160805702209,0
IAA: Chinas E-Auto-Hersteller fordern Europäer heraus | AFP,0.6343168616294861,1
Gabun: Abgesetzter Präsident darf das Land verlassen | AFP,0.8908080458641052,1
Auktion: Zwei Millionen Euro für Flügel von Freddie Mercury | AFP,0.3544889092445373,0
Rolling Stones bringen im Oktober Album mit neuen Songs heraus | AFP,0.4411914050579071,0
Charles III.: Warmherziger Monarch - aber kein Reformer | AFP,0.0831801444292068,0
Wahl in einem gespaltenen Land – Polen | Weltspiegel,0.9889279007911682,1
eSports: Warum in Südkorea League of Legends auf dem Lehrplan steht | Weltspiegel,0.1405130624771118,0
Überlebt der französische Wein den Klimawandel? | Weltspiegel Doku,0.7816640734672546,1
Party machen im Libanon – Beirut drei Jahre nach der Explosion | Weltspiegel,0.0038844770751893,0
Marokko: Hilfe nach dem verheerenden Erdbeben | Weltspiegel,0.0573875419795513,0
Das Leben nach der Sprengung des Kachowka-Staudamms | Weltspiegel,0.819749116897583,1
Hawaii - Leben auf Maui nach dem extremen Feuer | Weltspiegel,0.0902331918478012,0
Cook Islands: Paradies der Südsee in Gefahr? | Weltspiegel,0.6440012454986572,1
Deutschland und Frankreich wollen Europas KI-Vorbild werden,0.7010995149612427,1
Eklat in der NRW-Justiz - Handelsblatt Crime - spannende Streitfälle der deutschen Wirtschaft,0.1014113277196884,0
FDP bangt um Wiedereinzug in den hessischen Landtag,0.9648054838180542,1
Friedensnobelpreis für iranische Frauenrechtlerin Mohammadi,0.0968338251113891,0
Literatur-Nobelpreis 2023 geht an Jon Fosse,0.1505276262760162,0
US-Börsensaufsicht untersucht Kauf von Musks Twitter-Aktien,0.1261378973722458,0
Mindestens 100 Tote bei Drohnenangriff auf syrische Militärakademie,0.270865797996521,0
USA bauen doch Mauern an mexikanischer Grenze,0.7424217462539673,1
Entsetzen über russischen Angriff auf Dorf bei Charkiw,0.2260566651821136,0
"5G, China-Abhängigkeit und weiße Flecken – Telefónica-CEO Markus Haas über die Zukunft der Telekom",0.3826026916503906,0
"Rückblick: Eine Woche, die Putin in die Hände spielt",0.9470331072807312,1
"Ungesteuerte Zuwanderung: Migrationspolitik braucht Strategie, Bildung und Stärkung der Kommunen",0.8397340178489685,1
Selenski appelliert an europäische Einheit,0.9696994423866272,1
US-Börsenexperte Koch: „Frust an der Wall Street“,0.003991728182882,0
Immobilenbesitzern droht Zinsschock bei Anschlussfinanzierung,0.6238353252410889,1
Abgesagter Renk-IPO: „Zu billig will niemand an die Börse gehen“,0.1195879429578781,0
Börsenexperte Koch: „Cook-Verkauf lässt Apple-Kurs kalt“,0.1085664257407188,0
Trump legt im Gerichtsverfahren um Betrugsvorwürfe Berufung ein,0.8556100726127625,1
Japan lässt weiter radioaktive Abwässer aus Fukushima ab,0.5822535753250122,1
Tote und Vermisste nach Sturzflut,0.1344346404075622,0
Aufräumen: Washington nach dem politischen Beben,0.9934548735618592,1
"Zinsen, Investitionen & Immobilien: Tipps für Deine Finanzen bei steigenden Zinsen",0.4576214551925659,0
US-Börsenexperte Koch: „Warnzeichen einer nahenden Rezession?“,0.3444434106349945,0
Auf diese vier Biotech-Aktien setzt Starinvestorin Cathie Wood,0.0482375547289848,0
Chemie-Nobelpreis 2023 geht an drei Nano-Forscher,0.2206781655550003,0
Grüne wollen Hessen weiter regieren,0.9735630750656128,1
Grüne wollen sich bei Landtagswahl in Bayern behaupten,0.9493827223777772,1
Machtkampf im US-Kongress: McCarthy abgesetzt,0.9854404926300048,1
Selenski besucht Truppen im Nordosten,0.8324751257896423,1
Abgesetzt: Republikaner im US-Parlament revoltieren gegen ihren Vorsitzenden,0.9746045470237732,1
Streit um Hamburger Hafen-Deal mit MSC – worum es wirklich geht,0.707808792591095,1
Teilchenforscher aus München mit Physik-Nobelpreis ausgezeichnet,0.0712350234389305,0
Waldbrände in Victoria vervielfachen sich über Nacht,0.2675172984600067,0
Ärzte demonstrieren vor Bundesgesundheitsministerium,0.2600134909152984,0
UN zieht Bilanz nach Mission in Bergkarabach,0.6064984798431396,1
Betrugsvorwürfe: Trump-Prozess startet in New York,0.9215696454048156,1
US-Börsenexperte Koch: Wall Street ignoriert Einigung im US-Haushaltsstreit,0.2735258638858795,0
"Metro, Bayer, Knauf: Diese Firmen machen weiter Geschäft in Russland / IT-Panne bei der Postbank:...",0.0274155214428901,0
Automatisierung: Roboterhund patrouilliert im Öltanklager,0.2176699489355087,0
Spanische Küstenwache rettet mehr als 130 Geflüchtete,0.3075659275054931,0
Börse: Einigung im US-Haushaltsstreit lässt deutsche Anleger unbeeindruckt,0.7851439118385315,1
Baerbock fordert „Winterschutzschirm“ für Ukraine,0.946051061153412,1
China und Deutschland wollen Wirtschaftsbeziehungen stärken,0.0186669342219829,0
Verkaufsgespräche: Springer angeblich interessiert an Telegraph-Gruppe,0.0452443659305572,0
Ausnahmezustand: Wassermassen sorgen für chaotische Verhältnisse in New York,0.8490347862243652,1
Türkei meldet Anschlag auf Regierungsgebäude,0.9421617984771729,1
Slowakei: Pro-russische Partei gewinnt Parlamentswahl,0.9699423909187316,1
Zehntausende Armenier flüchten aus Bergkarabach,0.3722769618034363,0
Haushaltsstreit: USA wenden „Shutdown“ ab,0.843508780002594,1
US-Börsenexperte Koch: Wichtige Inflationsdaten niedriger als erwartet,0.307358056306839,0
Feijoo scheitert erneut an Regierungsbildung in Spanien,0.9842457175254822,1
SPD-Spitzenkandidatin Faeser liegt in Umfragen hinten,0.9649791121482848,1
Analog vs. digital: Welches Kunstinvestment sich mehr rentiert und wie der Einstieg gelingt,0.1535491645336151,0
Bovenschulte zu Merz-Äußerungen: „Das ist reines AfD-Sprech“,0.0683196112513542,0
Schwedens Regierungschef will Militär gegen Bandenkriminalität einsetzen,0.9494120478630066,1
Prozess gegen Tesla nach tödlichem Unfall mit Autopilot beginnt,0.2954331338405609,0
Pistorius unterzeichnet Vereinbarung zum Kauf von Raketenabwehr Arrow 3,0.637030839920044,1
EU-Innenminister einigen sich mehrheitlich auf Asylreform,0.945165753364563,1
"Trendscout Raphael Gielgen: ""Wenn man zurückschaut, dann waren die Krisen die Wendepunkte, die im...",0.7680379748344421,1
Neuanfang: Lidl-Kaufland will zum Daten-Discount werden,0.3729618489742279,0
"Drei Ideen für Scholz: Bahnvorstände bestrafen, Stadtgebäude in Wohnraum umwidmen, Schulen fit fü...",0.9694631695747375,1
US-Börsenexperte Koch: Drohender US-Shutdown verunsichert die Märkte,0.6327438950538635,1
Behörden in Berg-Karabach verkünden Auflösung des nicht anerkannten Staates,0.4167965948581695,0
Börsengang von Schott-Pharma: Lohnt sich der Einstieg? / Schöne Geldanlage: Reich werden mit Whis...,0.0742649286985397,0
Wirtschaftsinstitute rechnen 2023 mit Rückgang der deutschen Wirtschaftsleistung,0.0296404864639043,0
